ElapsedTime MemUsed
23.054462728 266.758
23.117819562 267.398
23.181352685 268
23.244675363 268.871
23.308601745 269.215
23.372411708 269.809
23.435998535 270.414
23.499585365 271.008
23.563948376 271.605
23.627599656 272.207
23.691528337 272.809
23.755020403 273.414
23.821523743 273.719
23.886678465 273.719
23.949693325 274.324
24.013316509 274.996
24.077281897 275.91
24.140803838 276.57
24.204251058 276.883
24.267963920 277.52
24.331469485 278.113
24.395656848 278.73
24.459313048 279.5
24.523057282 280.215
24.587200700 281
24.650399709 281.664
24.714254342 282.316
24.778461343 282.98
24.842366911 283.883
24.905946304 284.594
24.969480430 285.238
25.033052105 285.836
25.096764442 286.684
25.160196442 287.25
25.223895538 287.766
25.288061557 288.34
25.351402272 289.109
25.415018292 289.609
25.479225176 290.207
25.542575545 290.809
25.606363820 291.41
25.670311388 292.305
25.734392310 292.898
25.797998432 293.566
25.861482995 294.227
25.925282122 294.809
25.989327137 295.457
26.052866070 296.105
26.116659023 296.656
26.180184109 297.305
26.244011520 297.898
26.307862331 298.496
26.371197195 299.062
26.434896848 299.793
26.498667241 300.453
26.561861098 301.086
26.625471630 301.598
26.689540067 302.246
26.753306986 302.602
26.817064108 303.258
26.880637674 303.91
26.944039529 304.57
27.007840175 305.184
27.071290286 305.695
27.135126747 306.387
27.199931248 306.941
27.263774475 307.594
27.327361987 308.152
27.390742508 308.797
27.454318675 309.402
27.518148429 310
27.582201392 310.613
27.646089989 311.223
27.710217360 311.781
27.773572262 312.34
27.837227580 312.988
27.900714450 313.34
27.964241977 314.152
28.028299483 314.5
28.091726087 315.148
28.155546129 316.043
28.219014725 316.641
28.282695610 317.238
28.346310610 317.836
28.409950229 318.438
28.473525407 319.039
28.537139636 319.641
28.600572581 320.246
28.664163317 320.805
28.728030091 321.473
28.791545163 322.145
28.855011845 322.738
28.919545217 323.141
28.982940196 323.797
29.046772046 324.402
29.109943587 325.055
29.173550405 325.961
29.237234946 326.691
29.300860783 327.254
29.364633643 327.859
29.428677370 328.422
29.492199558 329.074
29.555879798 329.629
29.621857311 330.332
29.685549832 330.926
29.749367848 331.516
29.813303937 332.066
29.876911170 332.699
29.940794196 333
30.003994724 333.77
30.067597648 334.148
30.131902370 334.809
30.195476156 335.418
30.259577359 336.02
30.327363787 336.02
30.391052186 336.32
30.455025649 336.879
30.518589984 337.527
30.582247271 338.133
30.645724117 338.738
30.709247231 339.336
30.772863889 339.938
30.837150319 340.484
30.900647321 341.043
30.964369944 341.68
31.028279573 342.324
31.092250527 342.926
31.155915147 343.477
31.219212695 344.074
31.283309036 344.59
31.347463858 345.105
31.410884390 345.879
31.474496051 346.355
31.538181714 347.004
31.601712626 347.816
31.665443775 348.449
31.729235698 349.098
31.793152737 349.699
31.857101118 350.305
31.920273942 350.859
31.983772872 351.457
32.047438727 351.812
32.110939843 352.633
32.174808294 353.082
32.238544733 353.73
32.302267668 354.5
32.365937218 355.316
32.429430853 356.016
32.493039820 356.527
32.556730792 357.258
32.620448104 357.812
32.684083027 358.164
32.748636522 358.762
32.812206857 359.418
32.876113983 360.07
32.939387163 360.656
33.003143586 361.34
33.067059729 361.938
33.130573313 362.535
33.194244587 363.047
33.258462680 363.746
33.322117729 364.492
33.386229665 365.078
33.449300332 365.594
33.513084196 366.043
33.576866066 366.855
33.640576304 367.555
33.704569021 368.117
33.768370641 368.812
33.831784989 369.465
33.895521484 369.977
33.959485194 370.738
34.023273632 371.312
34.087300087 371.996
34.151226125 372.559
34.214758549 373.238
34.279336337 373.844
34.343029369 374.398
34.406483519 375.082
34.470224876 375.664
34.533674265 376.316
34.597449722 376.715
34.661261556 377.332
34.725277528 377.934
34.789329981 378.531
34.852703574 379.18
34.916439445 379.84
34.980272924 380.496
35.043467599 381.129
35.107538794 381.641
35.171693704 382.039
35.235146570 382.594
35.299069207 383.336
35.362430039 384.016
35.426221766 384.695
35.489939431 385.324
35.553185684 386.094
35.617337018 386.547
35.681100013 387.234
35.745079885 387.844
35.808963820 388.574
35.872619028 389.266
35.936218979 390.047
35.999958983 390.695
36.063455587 391.332
36.126928534 391.941
36.190699452 392.547
36.254325396 393.152
36.317918436 393.664
36.381178375 394.371
36.444772534 394.926
36.508514795 395.27
36.571868193 395.879
36.635580328 396.48
36.699439501 397.082
36.763208128 397.641
36.826849678 398.156
36.890591820 398.969
36.954471767 399.551
37.018288296 400.273
37.081647336 400.824
37.145305723 401.125
37.208589168 401.898
37.276215264 402.391
37.339773286 403.336
37.403644505 403.973
37.467413839 404.602
37.530957658 405.199
37.594727790 405.805
37.658297888 406.402
37.722168058 407.004
37.785295455 407.605
37.849423503 408.16
37.913840158 408.82
37.977178477 409.422
38.040709628 410.02
38.104997938 410.613
38.168587894 411.203
38.232228128 411.805
38.295799513 412.406
38.359928944 412.969
38.427072026 412.969
38.492530285 412.969
38.556312169 413.484
38.620109476 414.316
38.683210919 414.977
38.747245838 415.625
38.810989336 416.23
38.874599590 416.832
38.938432764 417.391
39.002231497 418.164
39.065879048 418.766
39.129861085 419.348
39.193155645 420.129
39.257108605 420.832
39.321193275 421.43
39.384860614 422.18
39.449010465 422.832
39.515232420 423.668
39.579264050 424.32
39.643468960 425.07
39.707157645 425.895
39.771095322 426.668
39.834648648 427.23
39.898569790 427.93
39.962364697 428.574
40.026279110 429.191
40.090069494 429.805
40.154172400 430.367
40.218233671 431.012
40.282210097 431.605
40.346202809 432.203
40.409908017 432.801
40.473782067 433.355
40.537571576 433.699
40.601225624 434.605
40.665200466 435.117
40.730350550 435.84
40.794210024 436.504
40.858082278 437.086
40.921624986 437.812
40.985285356 438.422
41.048830014 439.023
41.112171314 439.59
41.175926187 440.234
41.239880317 440.902
41.303512367 441.316
41.367260589 441.934
41.430863162 442.484
41.495954016 443.094
41.560594533 445.93
41.625403616 448.766
41.690310168 454.18
41.755063068 458.562
41.819881023 463.461
41.884318392 468.102
41.949220039 472.227
42.013671043 478.414
42.078179308 482.023
42.143468369 486.148
42.209688787 496.09
42.273876574 488.723
42.337266903 489.305
42.400971501 489.805
42.464776901 490.305
42.528563718 490.816
42.592355965 491.5
42.656099592 492.234
42.719831812 492.883
42.783532956 493.395
42.847274147 494.09
42.910766606 494.602
42.974692623 494.855
43.038265552 495.363
43.102102505 495.871
43.166003299 496.379
43.229435317 496.895
43.293294556 497.145
43.357262624 497.656
43.420891129 498.461
43.485305688 498.977
43.549707725 499.891
43.613704508 500.398
43.677719407 501.172
43.741502563 501.723
43.805191309 502.363
43.869027023 503.098
43.932741668 503.609
43.996467251 504.121
44.060298028 504.652
44.123818072 505.16
44.187477874 505.699
44.250909789 506.496
44.314558249 507.008
44.378864003 507.77
44.447910504 508.633
44.512756549 509.145
44.577060234 509.652
44.640930565 510.184
44.704959299 511.07
44.768722027 511.578
44.833109473 512.086
44.896456640 512.598
44.960041490 513.684
45.024237804 514.316
45.087589344 514.832
45.151137333 515.336
45.216472796 515.891
45.280925485 516.996
45.344679125 517.48
45.408077096 517.988
45.471626766 518.582
45.535281732 519.172
45.598848535 519.93
45.662545184 521.035
45.727054977 521.551
45.790326045 522.02
45.854258408 522.789
45.920400134 523.453
45.983812039 524.277
46.047606647 525.562
46.111791385 525.82
46.175570986 526.426
46.240853272 526.938
46.304616149 527.445
46.367967827 528.004
46.432001828 528.605
46.495827983 529.676
46.559746740 530.191
46.623911274 530.707
46.687898327 531.297
46.751658271 531.809
46.815303834 532.312
46.878832760 532.82
46.942485571 533.672
47.006352853 534.902
47.069607311 535.414
47.133181375 535.668
47.196976248 536.176
47.260522549 536.688
47.324032081 537.195
47.387685170 537.785
47.451578809 538.301
47.515615810 538.957
47.579315901 539.555
47.642954080 540.914
47.706932549 541.426
47.770179090 541.934
47.834098358 542.445
47.898422131 542.953
47.961965529 543.719
48.025354220 544.227
48.088917579 544.738
48.152473458 545.316
48.216071915 546.699
48.279375070 547.039
48.343301285 547.551
48.407179233 548.055
48.470751495 548.566
48.534205988 549.074
48.598563439 549.59
48.662348623 549.848
48.726158874 550.348
48.789413034 550.859
48.853268076 551.371
48.917059910 552.016
48.980299777 553.375
49.043699952 554.051
49.107483804 554.559
49.170905132 555.066
49.234926249 555.574
49.302097334 555.832
49.369868254 555.832
49.434753713 556.086
49.498149598 556.594
49.561692354 557.109
49.625061836 557.613
49.688223832 558.375
49.751908480 558.887
49.815939175 559.402
49.879232561 560.121
49.942805764 561.715
50.007401700 562.223
50.070476273 562.984
50.134189128 563.492
50.197375370 563.996
50.260878797 564.504
50.324695705 565.121
50.388052768 565.797
50.457590845 566.465
50.526253812 567.109
50.590322074 567.934
50.653852844 568.578
50.717857804 569.328
50.780951128 569.969
50.844613818 570.602
50.908291087 571.5
50.971427800 573.344
51.034824665 573.852
51.097954295 574.109
51.161702341 574.617
51.225186413 575.125
51.289022851 575.637
51.352352144 576.145
51.416255638 576.656
51.480054263 577.164
51.543629048 577.93
51.606989214 578.438
51.671164884 578.945
51.735423865 579.648
51.798839393 580.418
51.862563455 580.938
51.926457973 581.707
51.989685619 582.406
52.054212987 584.066
52.121581572 584.578
52.187480282 585.086
52.251189234 585.594
52.314460582 586.105
52.378260401 586.613
52.441839974 587.121
52.505519099 587.629
52.569806817 588.391
52.633624892 588.898
52.697563412 589.406
52.761862783 589.918
52.826460660 590.598
52.890806862 591.238
52.954574166 591.867
53.020486686 592.477
53.084827787 593.082
53.148183540 593.633
53.211560267 594.293
53.275601662 596.34
53.339879324 596.594
53.404134609 597.102
53.468221766 597.609
53.532441359 598.117
53.596179321 598.625
53.659789801 599.137
53.724145101 599.645
53.788027908 600.152
53.851932843 600.66
53.917664016 601.168
53.981726499 601.676
54.049788367 602.184
54.113991759 602.691
54.177537741 603.23
54.246595194 603.828
54.309761873 604.43
54.373225939 605.031
54.436905470 605.625
54.500273515 606.191
54.564428036 606.844
54.630658505 607.449
54.694757487 609.68
54.758588777 610.188
54.822109579 610.699
54.886055223 611.207
54.953029337 611.461
55.021416977 611.969
55.090873679 612.477
55.155741207 612.988
55.220050736 613.496
55.284246267 614.012
55.348039365 614.258
55.411517682 614.77
55.475215880 615.273
55.539303087 615.781
55.603161591 616.496
55.666793389 617.148
55.730387963 617.738
55.794230059 618.148
55.858321080 618.801
55.921578934 619.465
55.985186041 620.125
56.048957395 620.684
56.113021699 621.031
56.176505147 621.582
56.240912938 622.227
56.304508745 622.824
56.368064754 623.379
56.431823879 625.699
56.495459997 626.102
56.559079132 626.609
56.622555284 627.121
56.686108919 627.625
56.750371293 628.137
56.813997295 628.645
56.877576247 629.152
56.943840597 629.66
57.007165356 630.172
57.071095759 630.68
57.134143790 631.191
57.197849018 631.445
57.261830263 631.953
57.325302892 632.465
57.388758038 632.973
57.452324904 633.52
57.516048348 633.871
57.580359055 634.473
57.644099421 635.074
57.707425135 635.676
57.771390147 636.277
57.834561208 636.879
57.897775150 637.391
57.961249241 638.082
58.024312487 638.688
58.087888726 639.293
58.153739346 641.977
58.217196814 642.484
58.281047863 642.992
58.345041027 643.504
58.409264220 644.012
58.472934315 644.523
58.536385359 645.031
58.600552417 645.539
58.664466582 646.051
58.728316188 646.305
58.792183035 646.812
58.856533356 647.324
58.920102036 647.832
58.983845093 648.344
59.047876706 648.852
59.111668089 649.105
59.175438450 649.617
59.238812513 650.125
59.302697225 650.754
59.366684529 651.332
59.430477279 651.719
59.494316090 652.387
59.558286381 652.898
59.621867373 653.711
59.685298789 654.223
59.748926186 654.738
59.812508733 655.512
59.876521800 656.027
59.940000405 656.605
60.003309339 657.309
60.067489275 657.91
60.131224494 660.781
60.195076214 661.152
60.259889251 661.664
60.323960644 662.172
60.387872886 662.68
60.451643450 663.191
60.515250521 663.699
60.579502268 664.207
60.642536482 664.719
60.706077483 665.227
60.770422792 665.738
60.833989326 666.246
60.897602067 666.754
60.961685986 667.266
61.025234055 667.777
61.089021049 668.293
61.152425097 668.793
61.216257653 669.301
61.280401179 669.812
61.343805166 670.32
61.407219312 670.828
61.471682906 671.344
61.534821861 671.859
61.599007644 672.355
61.663301980 672.863
61.727365973 673.375
61.791058202 673.629
61.854928112 674.137
61.918552167 674.727
61.982435957 675.285
62.045859970 675.938
62.109467538 676.488
62.178242150 676.84
62.245599381 676.84
62.311541221 676.84
62.375766569 677.094
62.439334994 677.957
62.503311015 681.039
62.567255223 681.547
62.630894208 682.055
62.694688798 682.566
62.758142750 683.082
62.822306861 683.582
62.886181946 684.09
62.949471938 684.605
63.013361401 684.863
63.077233983 685.363
63.140859478 685.875
63.204519391 686.383
63.268311387 686.891
63.332283504 687.402
63.395941739 687.656
63.459510581 688.164
63.523270733 688.676
63.587322799 689.184
63.650723283 689.695
63.714449538 690.453
63.778966634 690.961
63.843329343 691.469
63.907109261 691.98
63.970518129 692.488
64.034302598 693
64.097884949 693.598
64.161460925 694.434
64.225656945 695.098
64.290112700 695.613
64.354177269 696.387
64.417618940 696.902
64.481718790 697.727
64.545368567 698.211
64.609204677 698.867
64.672646892 699.637
64.736358775 700.199
64.799665478 700.867
64.862787773 701.52
64.926244223 702.031
64.989667883 702.52
65.053590621 706.125
65.117181901 706.652
65.181130019 707.164
65.244824349 707.68
65.319124663 708.195
65.393509245 708.68
65.458157201 709.188
65.523016541 709.949
65.587758469 710.461
65.660463618 710.969
65.724790198 711.477
65.792427753 711.73
65.856516901 712.242
65.925094784 712.75
65.990675701 713.258
66.060651426 713.512
66.128850808 714.02
66.195854920 714.781
66.259679681 715.293
66.323675335 715.797
66.387790361 716.305
66.452366115 717.066
66.525793587 717.574
66.594423744 718.082
66.658788458 718.664
66.723660842 719.449
66.788003710 719.969
66.852317667 720.57
66.917559877 721.18
66.981951867 721.734
67.046236923 722.086
67.112323106 722.695
67.176800824 723.332
67.241482497 723.844
67.307227918 724.539
67.373251700 724.91
67.437586930 725.551
67.502351445 726.18
67.566991262 726.758
67.631591604 727.449
67.697015068 728.09
67.762131069 728.984
67.827271376 729.699
67.892748347 730.336
67.966668931 730.977
68.040805545 734.906
68.115712082 735.504
68.186863156 736.012
68.257154928 736.773
68.324524456 737.285
68.394001383 737.793
68.462584785 738.301
68.527396311 738.809
68.592289097 739.316
68.657001126 739.824
68.721439343 740.332
68.785933163 740.84
68.851070531 741.352
68.915914306 741.859
68.980406584 742.367
69.044983724 742.625
69.110642657 743.133
69.176040896 743.641
69.241775365 744.148
69.315140804 744.91
69.386546533 745.418
69.454122284 745.93
69.519722807 746.438
69.584863969 746.945
69.649901592 747.453
69.714390831 748.219
69.782355097 748.473
69.851210473 748.98
69.920277446 749.492
69.990003168 750
70.055116143 750.523
70.120136133 751.125
70.190786372 751.727
70.265850228 752.238
70.336833411 752.887
70.402864278 753.191
70.467634469 753.965
70.533081106 754.445
70.600213111 755.047
70.665459213 755.652
70.733188786 756.254
70.807754710 756.852
70.872710679 757.457
70.937789302 758.051
71.003111965 758.562
71.068807415 759.203
71.133991154 759.852
71.199483699 760.398
71.264438315 761.055
71.333651495 765.477
71.399539365 765.988
71.464960313 766.496
71.533987246 767.008
71.599636787 767.773
71.665009929 768.281
71.730116316 768.793
71.797707032 769.301
71.862703143 769.555
71.930931146 770.32
71.996299320 770.574
72.060820574 771.082
72.126030817 771.59
72.191597561 772.102
72.257121523 772.609
72.322399015 773.117
72.387318092 773.625
72.451842298 774.133
72.517094515 774.645
72.582377137 775.152
72.647680716 775.66
72.717741052 776.168
72.782919794 776.93
72.848166966 777.441
72.914130727 777.949
72.979357981 778.457
73.044773178 778.965
73.110364979 779.73
73.175533986 779.984
73.241170008 780.492
73.306962989 781
73.372668147 781.512
73.437485502 782.027
73.502160964 782.527
73.567634299 783.09
73.633093309 783.797
73.698352384 784.402
73.763512905 785.008
73.828970633 785.617
73.894191089 786.168
73.959389241 786.734
74.025015643 787.129
74.090181271 787.734
74.155143586 788.34
74.220255487 788.945
74.285807201 789.551
74.351124228 790.156
74.415989531 790.758
74.481191847 791.363
74.546338121 791.965
74.611315544 792.598
74.677303164 793.238
74.742636346 793.883
74.808202322 798.777
74.883566243 799.344
74.954619542 799.855
75.025119737 800.367
75.090760544 800.871
75.157613325 801.379
75.223166361 801.887
75.287922205 802.398
75.355968691 802.906
75.419955033 803.414
75.483735849 803.922
75.548349144 804.43
75.612695249 804.938
75.676886626 805.449
75.741815368 805.957
75.806005956 806.723
75.870188409 807.23
75.934063109 807.742
76.002744530 808.25
76.067478076 808.762
76.135222738 809.27
76.204067577 809.781
76.272917786 810.289
76.337470056 810.801
76.401535656 811.055
76.465844065 811.566
76.529958464 812.328
76.594458647 812.836
76.658819634 813.344
76.724630931 813.855
76.793438108 814.363
76.864747880 814.871
76.939435119 815.379
77.004499599 815.887
77.075110772 816.398
77.140965885 816.906
77.205207833 817.164
77.270708240 817.73
77.335877268 818.285
77.409628086 818.801
77.475248897 819.246
77.539910518 820.059
77.604353465 820.52
77.668546314 821.172
77.732165358 821.824
77.796296577 822.469
77.860373102 823.121
77.923929141 823.766
77.987517726 824.535
78.051657577 825.066
78.115938545 825.664
78.179956769 826.219
78.248590412 826.785
78.312844317 827.18
78.377126192 827.781
78.440517118 828.383
78.504437277 828.938
78.568807481 829.453
78.638270755 829.938
78.704670423 829.938
78.771946177 829.938
78.837856068 829.938
78.901953605 830.508
78.966177089 831.219
79.030136285 831.793
79.097115509 832.508
79.165782500 838.043
79.236454524 838.566
79.306119694 839.074
79.374741298 839.586
79.442908862 840.094
79.507033904 840.602
79.571955608 841.113
79.637245033 841.621
79.701665200 841.879
79.768962603 842.391
79.833017251 842.895
79.897271752 843.406
79.960745825 843.918
80.024540676 844.426
80.088310946 844.938
80.153006530 845.441
80.217495371 845.953
80.282503804 846.461
80.346692545 846.969
80.415283106 847.223
80.479295116 847.734
80.543260479 848.242
80.607579507 848.75
80.672068124 849.258
80.735841166 849.766
80.800279602 850.277
80.863882741 850.785
80.927900944 851.547
80.992053075 852.055
81.056704264 852.566
81.121720085 853.074
81.190018677 853.582
81.254134370 854.09
81.318395915 854.602
81.382637182 855.109
81.446445841 855.871
81.510401662 856.379
81.580446933 856.887
81.644724496 857.395
81.719403521 857.902
81.788947386 858.41
81.853454810 858.668
81.918251088 859.234
81.982487887 859.836
82.046618172 860.43
82.110882947 861.035
82.175338965 861.582
82.240485859 862.098
82.304617362 862.523
82.368131510 863.082
82.431839518 863.855
82.496900077 864.426
82.562006713 865.008
82.626878407 865.523
82.691901819 866.055
82.762348500 866.699
82.827877777 867.359
82.893146936 867.871
82.957635944 868.586
83.022393998 868.992
83.087250923 869.578
83.151938784 869.973
83.217101176 870.629
83.282566156 871.207
83.346854220 871.609
83.411368046 872.27
83.476449335 872.93
83.543239971 873.508
83.608232254 873.91
83.673745026 874.562
83.738493738 875.152
83.802529780 875.883
83.868285697 876.469
83.933720079 876.879
83.999024192 877.461
84.064494862 883.535
84.129293168 884.211
84.194839041 884.719
84.259483938 884.973
84.323678206 885.484
84.388709274 885.992
84.454560059 886.5
84.524099450 887.012
84.588413812 887.52
84.653916335 888.027
84.720105973 888.535
84.794927800 889.043
84.864221444 889.555
84.929940739 890.062
84.998806504 890.57
85.067564610 891.078
85.136375532 891.586
85.202472415 891.84
85.270750847 892.352
85.345994454 892.859
85.420256893 893.367
85.489316517 893.625
85.556107131 894.141
85.620713093 894.641
85.687244035 895.148
85.752036493 895.66
85.816221215 896.168
85.880906521 896.676
85.945226053 897.184
86.009769085 897.695
86.074421893 898.203
86.139084182 898.711
86.204430971 899.219
86.270115587 899.73
86.334424297 900.238
86.398947480 901
86.463592922 901.508
86.528882340 902.016
86.598116819 902.527
86.663670015 903.035
86.733193045 903.543
86.802677354 904.051
86.867088576 904.562
86.931842331 905.074
86.995969318 905.582
87.060533000 906.09
87.124926862 906.602
87.189605838 907.109
87.253954517 907.617
87.320522070 908.125
87.384870112 908.633
87.449018534 909.258
87.514721166 909.902
87.580585046 910.551
87.644745800 911.207
87.708913986 911.785
87.773686325 912.504
87.837630316 913.164
87.903351514 913.82
87.967643933 914.477
88.031310349 915.133
88.094893816 916.047
88.158876712 916.449
88.223139460 917.105
88.287336508 917.766
88.351632122 918.355
88.418239141 918.957
88.486823317 919.559
88.551540617 920.156
88.617960026 920.754
88.682488423 921.305
88.747690988 921.652
88.812434323 922.258
88.876957909 922.91
88.941341161 923.562
89.005208055 924.469
89.070534818 925.195
89.134869815 925.848
89.198475940 926.504
89.262892688 927.16
89.327113190 927.789
89.391637801 928.348
89.456017373 935.152
89.520241061 935.664
