ElapsedTime MemUsed
.028915495 32.4141
.095264508 42.0078
.158623854 43.2773
.221605659 43.2773
.284396224 43.2773
.347143286 43.2773
.409749063 43.2773
.472639833 43.2773
.535229481 43.2773
.598452330 43.2773
.661777820 43.2773
.725063528 43.2773
.787822583 43.2773
.850507587 43.2773
.913718199 43.2773
.976664089 43.2773
1.039418664 43.2773
1.101952772 43.2773
1.165138939 43.2773
1.228181400 43.2773
1.291106960 43.2773
1.353879265 43.2773
1.416440572 43.2773
1.479548696 43.2773
1.542504383 43.2773
1.605272493 43.2773
1.667994260 43.2773
1.730934204 43.2773
1.793511422 43.2773
1.856531309 43.2773
1.919431529 43.2773
1.982148699 43.2773
2.044907133 43.2773
2.107672659 43.2773
2.170288429 43.2773
2.232709368 43.2773
2.295198250 43.2773
2.357777514 43.2773
2.420810166 43.2773
2.483859603 43.2773
2.547415797 43.2773
2.610296180 43.2773
2.673230451 43.2773
2.736219005 43.2773
2.799008904 43.2773
2.861766260 43.2773
2.924569578 43.2773
2.987373654 43.2773
3.050369578 43.2773
3.112907923 43.2773
3.175665632 43.2773
3.238460248 43.2773
3.301147392 43.2773
3.363785669 43.2773
3.426291161 43.2773
3.489392259 43.2773
3.552327718 43.2773
3.615336376 43.2773
3.678418606 43.2773
3.741179816 43.2773
3.803819964 43.2773
3.866416538 43.2773
3.930525346 43.2773
3.993991993 43.2773
4.057095663 43.2773
4.120993152 43.2773
4.184429322 43.2773
4.247817842 43.2773
4.310586096 43.2773
4.373410047 43.2773
4.436104919 43.2773
4.499282288 43.2773
4.562211285 43.2773
4.624977396 43.2773
4.688630051 43.2773
4.754552559 43.2773
4.820617291 43.2773
4.883933187 43.2773
4.947403819 43.2773
5.011783009 43.2773
5.074545895 43.2773
5.137140868 43.2773
5.200018704 43.2773
5.262795985 43.2773
5.325533061 43.2773
5.388343700 43.2773
5.451360973 43.2773
5.514193257 43.2773
5.577155438 43.2773
5.640259053 43.2773
5.702990404 43.2773
5.765846985 43.2773
5.828610231 43.2773
5.891203479 43.2773
5.954094541 43.2773
6.016623437 43.2773
6.079307565 43.2773
6.141957244 43.2773
6.204492849 43.2773
6.267264543 43.2773
6.329934090 43.2773
6.392543255 43.2773
6.455630207 43.2773
6.518472424 43.2773
6.581780805 43.2773
6.645447875 43.2773
6.713154813 43.2773
6.776189302 43.2773
6.840914178 43.2773
6.904687339 43.2773
6.968507227 43.2773
7.032826633 43.2773
7.096269779 43.2773
7.160606458 43.2773
7.225808360 43.2773
7.289505633 43.2773
7.353102771 43.2773
7.416504483 43.2773
7.480299509 43.2773
7.543890350 43.2773
7.607944902 43.2773
7.671647119 43.2773
7.735309053 43.2773
7.798719963 43.2773
7.862009750 43.2773
7.930980334 43.2773
8.000183990 43.2773
8.064767517 43.2773
8.134625748 43.2773
8.198312538 43.2773
8.262240604 43.2773
8.328959236 43.2773
8.400594633 43.2773
8.465430371 43.2773
8.529632316 43.2773
8.593346430 43.2773
8.657067847 43.2773
8.723282062 43.2773
8.790341728 43.2773
8.860279061 43.2773
8.924789507 43.2773
8.988241043 43.2773
9.051740683 43.2773
9.114940471 43.2773
9.178352374 43.2773
9.241265228 43.2773
9.304310114 43.2773
9.367534242 43.2773
